,brand_name,model_name,os,popularity,best_price,lowest_price,highest_price,sellers_amount,screen_size,memory_size,battery_size,release_date,img_url1,img_url2,img_url3,img_url4,img_url5
11,Samsung,Galaxy A12 SM-A125F 4/64GB White (SM-A125FZKVSEK),Android,1092,4977,4598,5499,57,6.5,64,5000,21-Jan,/imagephone/samsung/samsung-galaxy-A12-white-1.jpg,/imagephone/samsung/samsung-galaxy-A12-white-2.jpg,/imagephone/samsung/samsung-galaxy-A12-white-3.jpg,/imagephone/samsung/samsung-galaxy-A12-white-4.jpg,/imagephone/samsung/samsung-galaxy-A12-white-5.jpg
12,Samsung,Galaxy A2 Core 2019 SM-A260 1/16GB Blue,Android,100,3222,3029,3515,8,5,16,2600,19-Nov,/imagephone/samsung/samsung-galaxy-A2-blue-1.jpg,,,,
13,Samsung,Galaxy A20e SM-A202F 3/32GB Black SM-A202FZKD,Android,1040,4595,4309,5095,9,5.8,32,3000,19-Jul,/imagephone/samsung/samsung-galaxy-a20e-black-1.jpg,,,,
14,Samsung,Galaxy A20s 2019 A207F 3/32GB Black (SM-A207FZKD),Android,1017,4126,3599,4399,13,6.5,32,4000,19-Oct,/imagephone/samsung/samsung-galaxy-a20s-black-1.jpg,/imagephone/samsung/samsung-galaxy-a20s-black-2.jpg,/imagephone/samsung/samsung-galaxy-a20s-black-3.jpg,/imagephone/samsung/samsung-galaxy-a20s-black-4.jpg,/imagephone/samsung/samsung-galaxy-a20s-black-5.jpg
15,Samsung,Galaxy A21s 3/32GB Black (SM-A217FZKN),Android,1059,5174,4598,6470,46,6.5,32,5000,20-Jun,/imagephone/samsung/samsung-galaxy-a21s-black-1.jpg,/imagephone/samsung/samsung-galaxy-a21s-black-2.jpg,/imagephone/samsung/samsung-galaxy-a21s-black-3.jpg,/imagephone/samsung/samsung-galaxy-a21s-black-4.jpg,/imagephone/samsung/samsung-galaxy-a21s-black-5.jpg
16,Samsung,Galaxy A21s 3/32GB White (SM-A217FZKN),Android,1059,5174,4598,6470,46,6.5,32,5000,20-Jun,/imagephone/samsung/samsung-galaxy-a21s-white-1.jpg,,,,
17,Samsung,Galaxy A30s 3/32GB Black (SM-A307FZKU),Android,1072,4524,3999,4789,4,6.4,32,4000,19-Sep,/imagephone/samsung/samsung-galaxy-a30s-black-1.jpg,/imagephone/samsung/samsung-galaxy-a30s-black-2.jpg,/imagephone/samsung/samsung-galaxy-a30s-black-3.jpg,/imagephone/samsung/samsung-galaxy-a30s-black-4.jpg,/imagephone/samsung/samsung-galaxy-a30s-black-5.jpg
18,Samsung,Galaxy A30s 4/128GB White,Android,261,6340,,,1,6.4,64,4000,19-Nov,/imagephone/samsung/samsung-galaxy-a30s-white-1.jpg,/imagephone/samsung/samsung-galaxy-a30s-white-2.jpg,/imagephone/samsung/samsung-galaxy-a30s-white-3.jpg,/imagephone/samsung/samsung-galaxy-a30s-white-4.jpg,/imagephone/samsung/samsung-galaxy-a30s-white-5
19,Samsung,Galaxy A30s 4/64GB Green (SM-A307FZGV),Android,778,6098,5799,6399,8,6.4,64,4000,19-Sep,/imagephone/samsung/samsung-galaxy-a30s-green-1.jpg,/imagephone/samsung/samsung-galaxy-a30s-green-2,/imagephone/samsung/samsung-galaxy-a30s-green-3,/imagephone/samsung/samsung-galaxy-a30s-green-4,/imagephone/samsung/samsung-galaxy-a30s-green-5
20,Samsung,Galaxy A31 4/128GB Black (SM-A315FZKV),Android,1115,6510,5894,7499,74,6.4,128,5000,20-Apr,/imagephone/samsung/samsung-galaxy-a31-black-1.jpg,/imagephone/samsung/samsung-galaxy-a31-black-2.jpg,/imagephone/samsung/samsung-galaxy-a31-black-3.jpg,/imagephone/samsung/samsung-galaxy-a31-black-4.jpg,/imagephone/samsung/samsung-galaxy-a31-black-5.jpg
21,Samsung,Galaxy A31 4/64GB White (SM-A315FZKU),Android,1185,5997,5368,6999,92,6.4,64,5000,20-Apr,/imagephone/samsung/samsung-galaxy-a31-white-1.jpg,/imagephone/samsung/samsung-galaxy-a31-white-2.jpg,/imagephone/samsung/samsung-galaxy-a31-white-3.jpg,/imagephone/samsung/samsung-galaxy-a31-white-4.jpg,/imagephone/samsung/samsung-galaxy-a31-white-5.jpg
22,Samsung,Galaxy A50 2019 SM-A505F 4/128GB Black,Android,736,6687,6299,7154,16,6.4,128,4000,19-Apr,/imagephone/samsung/samsung-galaxy-a50-black-1.jpg,/imagephone/samsung/samsung-galaxy-a50-black-2.jpg,/imagephone/samsung/samsung-galaxy-a50-black-3.jpg,/imagephone/samsung/samsung-galaxy-a50-black-4.jpg,/imagephone/samsung/samsung-galaxy-a50-black-5.jpg
23,Samsung,Galaxy A50 2019 SM-A505F 4/64GB Blue (SM-A505FZBU),Android,874,5527,5499,5555,2,6.4,64,4000,19-Mar,/imagephone/samsung/samsung-galaxy-a50-blue-1.jpg,/imagephone/samsung/samsung-galaxy-a50-blue-2.jpg,/imagephone/samsung/samsung-galaxy-a50-blue-3.jpg,/imagephone/samsung/samsung-galaxy-a50-blue-4.jpg,/imagephone/samsung/samsung-galaxy-a50-blue-5.jpg
